"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1641815";"";"None";"449.53";"0";"3.94";"24e";"CN(C(=O)C1(c2ccc(F)cc2)CC1(C)C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1";"IC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1646948";"Antagonist activity at CRTH2 in human eosinophil assessed as effect of cellular shape change by EOS assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"2.4"
"CHEMBL3909008";"";"None";"500.57";"2";"5.44";"BDBM205592";"COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2";"IC50";"'='";"8.0";"nM";"8.10";"";"364210";"UO_0000065";"16.18";"0.30";"2.66";"9.80";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"8.0"
"CHEMBL590090";"";"None";"421.91";"1";"6.55";"24";"O=C(O)Cc1sc(-c2ccc(Oc3ccccc3)cc2)nc1-c1ccc(Cl)cc1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1066571";"Antagonist activity at human CRTH2 receptor expressed in HEK285-7 cells assessed as inhibition of beta arrestin translocation by bioluminescence resonance energy transfer assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK285-7";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158509";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"1.3"
"CHEMBL597543";"";"None";"421.47";"1";"5.90";"37";"O=C(O)Cc1sc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1ccccc1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"18.50";"0.35";"1.90";"15.53";"0";"CHEMBL1066570";"Displacement of[3H]PGD2 from human CRTH2 receptor expressed in HEK385-7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK385-7";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158509";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"16.0"
"CHEMBL551813";"BI-671800";"2.0";"501.51";"1";"4.10";"2, Actimis";"CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"14.71";"0.28";"3.28";"7.48";"0";"CHEMBL1054923";"Displacement of [3H]PGD2 from human prostaglandin D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"42.0"
"CHEMBL561132";"MK-7246";"1.0";"416.47";"0";"3.04";"5, Merck";"CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"19.74";"0.39";"5.18";"10.33";"0";"CHEMBL1054923";"Displacement of [3H]PGD2 from human prostaglandin D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"6.0"
"CHEMBL564845";"";"None";"416.47";"0";"2.88";"18";"CN([C@@H]1CCc2c(c3ccccn3c2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"16.87";"0.33";"4.15";"8.88";"0";"CHEMBL1054923";"Displacement of [3H]PGD2 from human prostaglandin D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"94.0"
"CHEMBL217287";"";"None";"302.29";"0";"0.95";"8";"Cc1cc(C(=O)N/N=C/c2ccccc2OCC(=O)O)[nH]n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"100000.0"
"CHEMBL386348";"";"None";"287.15";"0";"3.21";"14";"CC(C)(C)c1cc(Br)ccc1OCC(=O)O";"IC50";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"25.13";"0.62";"4.00";"15.51";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"61.0"
"CHEMBL214655";"";"None";"261.07";"0";"1.40";"15";"O=C(O)COc1ccc(Br)cc1CO";"IC50";"'='";"6870.0";"nM";"5.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"6870.0"
"CHEMBL385009";"";"None";"259.06";"0";"1.73";"10";"O=Cc1cc(Br)ccc1OCC(=O)O";"IC50";"'='";"481.0";"nM";"6.32";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"481.0"
"CHEMBL216175";"";"None";"341.37";"0";"2.02";"6";"Cc1ccc(NCC(=O)N/N=C/c2ccccc2OCC(=O)O)cc1";"IC50";"'='";"60200.0";"nM";"4.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"60200.0"
"CHEMBL386358";"";"None";"350.17";"0";"2.75";"2";"O=C(O)COc1ccc(Br)cc1/C=N/Nc1ccccn1";"IC50";"'='";"3490.0";"nM";"5.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"3490.0"
"CHEMBL384289";"";"None";"180.16";"0";"0.96";"9";"O=Cc1ccccc1OCC(=O)O";"IC50";"'='";"1970.0";"nM";"5.71";"";"";"UO_0000065";"31.67";"0.60";"4.75";"8.97";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"1970.0"
"CHEMBL384289";"";"None";"180.16";"0";"0.96";"9";"O=Cc1ccccc1OCC(=O)O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"50000.0"
"CHEMBL384979";"";"None";"480.11";"0";"4.09";"31";"O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2Br)c1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"18.17";"0.46";"4.63";"10.71";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"1.9"
"CHEMBL213657";"";"None";"322.32";"0";"2.57";"16";"O=C(O)COc1ccccc1C(=O)c1cnn(-c2ccccc2)c1";"IC50";"'='";"510.0";"nM";"6.29";"";"";"UO_0000065";"19.52";"0.36";"3.72";"7.73";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"510.0"
"CHEMBL214668";"";"None";"434.40";"0";"4.51";"25";"O=C(O)COc1ccc(-c2cc(F)cc(F)c2)cc1C(=O)c1cnn(-c2ccccc2)c1";"IC50";"'='";"147.0";"nM";"6.83";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"147.0"
"CHEMBL2181805";"";"None";"354.41";"0";"4.37";"26";"Cc1c(Cc2nc3ccccc3s2)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"343.0";"nM";"6.46";"";"";"UO_0000065";"18.24";"0.35";"2.09";"11.73";"0";"CHEMBL2182587";"Inhibition of CRTH2 in human whole blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176999";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"343.0"
"CHEMBL3236955";"";"None";"422.43";"0";"4.11";"9";"Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3)c2)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"3.0"
"CHEMBL590395";"";"None";"387.46";"1";"5.90";"5q";"O=C(O)Cc1sc(-c2ccc(Oc3ccccc3)cc2)nc1-c1ccccc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"17.54";"0.33";"0.90";"11.44";"0";"CHEMBL1069759";"Displacement of[3H]PGD2 from human CRTH2 receptor expressed in african green monkey COS7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158515";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307648";"";"";"";"0.16"
"CHEMBL1080342";"";"None";"440.59";"1";"6.52";"rac-40";"CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(C(C)(C)C)cc2)c2ccccc21";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"16.95";"0.31";"0.95";"18.39";"0";"CHEMBL1104133";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in 293 cells by scintillation counting in presence of 0.5% BSA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153725";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.034"
"CHEMBL1082143";"";"None";"414.51";"1";"5.23";"38a (2S,4R)";"COc1cccc(C(=O)N2c3ccccc3[C@H](N(C(C)=O)c3ccccc3)C[C@@H]2C)c1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.88";"0.34";"2.59";"15.69";"0";"CHEMBL1104133";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in 293 cells by scintillation counting in presence of 0.5% BSA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153725";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.015"
"CHEMBL570204";"";"None";"571.87";"2";"5.93";"1";"CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.99";"0.30";"2.07";"6.57";"0";"CHEMBL1047087";"Displacement of [3H]-PGD2 from human CRTH2 expressed in HEK 293 cells in presence of 0.5% BSA by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.01"
"CHEMBL217420";"";"None";"367.32";"0";"2.47";"22";"O=C(O)COc1ccc([N+](=O)[O-])cc1C(=O)c1cnn(-c2ccccc2)c1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"19.95";"0.37";"4.86";"5.88";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"47.0"
"CHEMBL217393";"";"None";"435.66";"0";"3.98";"28";"O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccc(Cl)cc2)c1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"17.0"
"CHEMBL564920";"";"None";"416.47";"0";"2.88";"12";"CN([C@@H]1CCc2c(CC(=O)O)c3ccccn3c2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.60";"0.36";"4.86";"9.79";"0";"CHEMBL1054923";"Displacement of [3H]PGD2 from human prostaglandin D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"18.0"
"CHEMBL550465";"";"None";"417.46";"0";"2.44";"23";"CN([C@@H]1CCc2c(c3ncccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"19.69";"0.39";"5.78";"8.89";"0";"CHEMBL1054923";"Displacement of [3H]PGD2 from human prostaglandin D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"6.0"
"CHEMBL550465";"";"None";"417.46";"0";"2.44";"23";"CN([C@@H]1CCc2c(c3ncccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"19.06";"0.37";"5.52";"8.60";"0";"CHEMBL1054924";"Displacement of [3H]PGD2 from human prostaglandin D2 receptor in presence of human serum albumin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"11.0"
"CHEMBL3093595";"";"None";"494.43";"1";"5.24";"15-24";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(OC(F)(F)F)cc3)cc2)c2ccccc12";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"16.10";"0.30";"2.72";"7.54";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"11.0"
"CHEMBL2023640";"";"None";"460.49";"1";"5.50";"15-8";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc4ccccc4c3)cc2)c2ccccc12";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"18.24";"0.33";"2.90";"8.72";"1";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"4.0"
"CHEMBL3093603";"";"None";"430.50";"1";"5.00";"15-4";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)CC3CCCCC3)cc2)c2ccccc12";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"17.88";"0.33";"2.70";"7.99";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"20.0"
"CHEMBL212777";"";"None";"364.83";"1";"5.21";"6";"Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"22.19";"0.43";"2.89";"14.69";"0";"CHEMBL868656";"Displacement of [3H]PGD2 from human CRTh2 expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";"";"8.0"
"CHEMBL5984019";"";"None";"520.45";"1";"4.51";"BDBM466840";"Cc1c(Cc2cc3c(cc2C(F)(F)F)S(=O)(=O)N(C)CC3(F)F)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"550.0";"nM";"6.26";"";"964296";"UO_0000065";"12.03";"0.24";"1.75";"7.86";"0";"CHEMBL5735877";"Biological Activity Assay: Experimental Method:PathHunter CHO-K1 CRTH2 β-arrestin cells (DiscoverX, catalogue number 93-0291C2) grew under standard conditions, and were inoculated into a white-wall 384-well microplate at a density of 5,000 cells/well. 20 μL of Cell Plating Reagent 1 was used in each well. Before the test, the cells were incubated overnight at 37° C./5% CO2. A test compound was serially diluted in DMSO with a dilution factor of 3-fold to give 8 concentrations of the test compound. Shortly before the test, the serially diluted test compound was further diluted with the test buffer to 5 times of the test concentration. 5 μL of the further diluted test compound was added to the cells, and the cells were incubated for 30 min at 37° C. The concentration of the solvent was 1%. 5 μL of 6×EC80 agonist (PGD2) buffer was added to the cells, and the cells were incubated for 90 min at 37° C. Measured signals were generated by one-time addition of 15 μL (50% v/v) of PathHunter detection mixture reagent and subsequent one-hour incubation. The microplate was read through the chemiluminescent signals of PerkinElmer Envision reader. Biological activity of the test compound was analyzed by CBIS data analysis suite (ChemInnovation, CA), and was denoted as IC50 value.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728026";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"550.0"
"CHEMBL5911714";"";"None";"438.43";"0";"3.43";"BDBM466841";"Cc1c(Cc2ccc3c(n2)C(F)(F)CCS3(=O)=O)c2cc(F)ccc2n1CC(=O)O";"IC50";"'<'";"100.0";"nM";"";"";"964297";"UO_0000065";"";"";"";"";"0";"CHEMBL5735877";"Biological Activity Assay: Experimental Method:PathHunter CHO-K1 CRTH2 β-arrestin cells (DiscoverX, catalogue number 93-0291C2) grew under standard conditions, and were inoculated into a white-wall 384-well microplate at a density of 5,000 cells/well. 20 μL of Cell Plating Reagent 1 was used in each well. Before the test, the cells were incubated overnight at 37° C./5% CO2. A test compound was serially diluted in DMSO with a dilution factor of 3-fold to give 8 concentrations of the test compound. Shortly before the test, the serially diluted test compound was further diluted with the test buffer to 5 times of the test concentration. 5 μL of the further diluted test compound was added to the cells, and the cells were incubated for 30 min at 37° C. The concentration of the solvent was 1%. 5 μL of 6×EC80 agonist (PGD2) buffer was added to the cells, and the cells were incubated for 90 min at 37° C. Measured signals were generated by one-time addition of 15 μL (50% v/v) of PathHunter detection mixture reagent and subsequent one-hour incubation. The microplate was read through the chemiluminescent signals of PerkinElmer Envision reader. Biological activity of the test compound was analyzed by CBIS data analysis suite (ChemInnovation, CA), and was denoted as IC50 value.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728026";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"100.0"
