"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5911937";"";"None";"415.45";"0";"3.06";"BDBM466843";"Cc1c(Cc2ccc3c(c2)N=CN(C)S3(=O)=O)c2cc(F)ccc2n1CC(=O)O";"IC50";"'<'";"100.0";"nM";"";"";"964299";"UO_0000065";"";"";"";"";"0";"CHEMBL5735877";"Biological Activity Assay: Experimental Method:PathHunter CHO-K1 CRTH2 β-arrestin cells (DiscoverX, catalogue number 93-0291C2) grew under standard conditions, and were inoculated into a white-wall 384-well microplate at a density of 5,000 cells/well. 20 μL of Cell Plating Reagent 1 was used in each well. Before the test, the cells were incubated overnight at 37° C./5% CO2. A test compound was serially diluted in DMSO with a dilution factor of 3-fold to give 8 concentrations of the test compound. Shortly before the test, the serially diluted test compound was further diluted with the test buffer to 5 times of the test concentration. 5 μL of the further diluted test compound was added to the cells, and the cells were incubated for 30 min at 37° C. The concentration of the solvent was 1%. 5 μL of 6×EC80 agonist (PGD2) buffer was added to the cells, and the cells were incubated for 90 min at 37° C. Measured signals were generated by one-time addition of 15 μL (50% v/v) of PathHunter detection mixture reagent and subsequent one-hour incubation. The microplate was read through the chemiluminescent signals of PerkinElmer Envision reader. Biological activity of the test compound was analyzed by CBIS data analysis suite (ChemInnovation, CA), and was denoted as IC50 value.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728026";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"100.0"
"CHEMBL1643770";"";"None";"434.46";"0";"3.18";"5";"CN([C@@H]1CCc2c(CC(=O)O)c3c(F)cccc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"26.5";"nM";"7.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"26.5"
"CHEMBL1643775";"";"None";"484.47";"0";"4.06";"10";"CN([C@@H]1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"3.6"
"CHEMBL1643781";"";"None";"485.36";"0";"4.35";"16";"CN([C@@H]1CCc2c(CC(=O)O)c3c(Cl)cc(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"24.0"
"CHEMBL1643790";"";"None";"484.47";"0";"3.98";"25";"O=C(O)Cc1c2n(c3ccccc13)C[C@H](N(CC(F)(F)F)S(=O)(=O)c1ccc(F)cc1)CC2";"IC50";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"6.9"
"CHEMBL1643797";"";"None";"466.48";"0";"3.92";"32";"CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(C(F)(F)F)cc1";"IC50";"'='";"214.0";"nM";"6.67";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"214.0"
"CHEMBL1643801";"";"None";"438.96";"0";"3.62";"36";"CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(Cl)s1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"13.0"
"CHEMBL1643772";"CRTH2-negative-control";"None";"494.57";"0";"2.45";"EUB0000334a";"CN([C@@H]1CCc2c(CC(=O)O)c3cc(S(C)(=O)=O)ccc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5210262";"Affinity On-target Cellular interaction (cAMP functional assay in HEK-hCRTH2 cells) EUB0000334a PTGDR2";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"Mode of action: Negative control for CRTH2 | Protein family: GPCR | Recommended concentration = 100.0 nM";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5210121";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2023";"None";"Affinity On-target Cellular Source Knowledge: https://doi.org/10.1016/j.bmcl.2010.11.015, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/CRTH%3Csub%3E2%3C/sub%3E%20antagonist";"";"";"10000.0"
"CHEMBL570673";"";"None";"523.39";"1";"4.96";"5";"CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"16.28";"0.34";"3.56";"7.00";"0";"CHEMBL1047087";"Displacement of [3H]-PGD2 from human CRTH2 expressed in HEK 293 cells in presence of 0.5% BSA by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.003"
"CHEMBL568785";"";"None";"454.50";"0";"3.66";"9";"CCNC(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"17.35";"0.34";"4.23";"6.47";"0";"CHEMBL1047087";"Displacement of [3H]-PGD2 from human CRTH2 expressed in HEK 293 cells in presence of 0.5% BSA by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.013"
"CHEMBL569727";"";"None";"581.47";"2";"5.61";"34";"COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NCC(C)C)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"14.66";"0.31";"2.91";"6.50";"0";"CHEMBL1047087";"Displacement of [3H]-PGD2 from human CRTH2 expressed in HEK 293 cells in presence of 0.5% BSA by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.003"
"CHEMBL585385";"";"None";"593.48";"2";"5.89";"37";"COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC2CCCC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"13.85";"0.29";"2.33";"6.27";"0";"CHEMBL1047087";"Displacement of [3H]-PGD2 from human CRTH2 expressed in HEK 293 cells in presence of 0.5% BSA by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"0.006"
"CHEMBL563949";"";"None";"366.35";"0";"2.49";"13l";"Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(F)c1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1051797";"Antagonist activity against CRTh2 receptor in human whole blood assessed as eosinophil shape change";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153075";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.017"
"CHEMBL361812";"RAMATROBAN";"4.0";"416.47";"0";"3.09";"1";"O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2";"IC50";"'='";"195.0";"nM";"6.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1051797";"Antagonist activity against CRTh2 receptor in human whole blood assessed as eosinophil shape change";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153075";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.195"
"CHEMBL591984";"";"None";"343.84";"0";"4.68";"6a";"O=C(O)Cc1sc(Cc2ccccc2)nc1-c1ccc(Cl)cc1";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1069758";"Antagonist activity at human CRTH2 receptor expressed in HEK285-7 cells assessed as inhibition of beta arrestin translocation by bioluminescence resonance energy transfer assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK285-7";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158515";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"4.1"
"CHEMBL596712";"";"None";"402.48";"1";"5.97";"4r";"O=C(O)Cc1sc(Nc2ccccc2)nc1-c1ccc(Oc2ccccc2)cc1";"IC50";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1069758";"Antagonist activity at human CRTH2 receptor expressed in HEK285-7 cells assessed as inhibition of beta arrestin translocation by bioluminescence resonance energy transfer assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK285-7";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158515";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"0.35"
"CHEMBL2391505";"";"None";"424.25";"0";"4.03";"1";"N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)Nc1cccc(Br)c1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"14.85";"0.32";"2.27";"6.62";"0";"CHEMBL2395624";"Displacement of [3H]PGD2 from human CRTh2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"0.5"
"CHEMBL2391535";"";"None";"272.30";"0";"1.63";"19b";"CC(=O)N1CCc2c(c3ccccc3n2CC(=O)O)C1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"21.28";"0.40";"4.17";"9.27";"0";"CHEMBL2395624";"Displacement of [3H]PGD2 from human CRTh2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"1600.0"
"CHEMBL3236936";"";"None";"464.46";"1";"5.22";"51";"Cc1c(-c2cn(CCCC(F)(F)F)c(=O)c3c2CCCC3)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"123.0";"nM";"6.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"123.0"
"CHEMBL3236953";"";"None";"396.46";"0";"4.46";"49";"Cc1c(-c2cn(C(C)C)c(=O)c3c2CCCC3)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"107.0";"nM";"6.97";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"107.0"
"CHEMBL3236952";"";"None";"440.47";"1";"5.20";"48";"Cc1c(-c2cn(Cc3ccccc3)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"14.0"
"CHEMBL3236949";"";"None";"432.37";"0";"4.72";"45";"Cc1c(-c2cn(CC(F)(F)F)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"17.86";"0.34";"3.00";"12.02";"0";"CHEMBL3242795";"Antagonist activity at CRTh2 in human peripheral blood assessed as inhibition of PGD2-induced eosinophil shape change at room temperature by flow cytometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"19.0"
"CHEMBL3236949";"";"None";"432.37";"0";"4.72";"45";"Cc1c(-c2cn(CC(F)(F)F)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"4.0"
"CHEMBL3236948";"";"None";"392.43";"0";"4.74";"44, CRA-680";"Cc1c(-c2cn(C(C)C)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"6.0"
"CHEMBL559044";"";"None";"373.37";"0";"2.22";"13n";"Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(C#N)c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1051797";"Antagonist activity against CRTh2 receptor in human whole blood assessed as eosinophil shape change";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153075";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.04"
"CHEMBL560279";"";"None";"399.25";"0";"3.52";"13f";"Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"354.0";"nM";"6.45";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1051072";"Antagonist activity against human CRTh2 receptor expressed in CHO cells assessed as effect on cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153075";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"0.354"
"CHEMBL559044";"";"None";"373.37";"0";"2.22";"13n";"Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(C#N)c1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1051056";"Antagonist activity against CRTh2 receptor in human eosinophils assessed as cell shape change";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153075";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.008"
"CHEMBL410333";"";"None";"398.80";"0";"1.97";"5";"O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21";"IC50";"'='";"418.0";"nM";"6.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL937312";"Antagonist activity at human CRTH2 receptor expressed in CHO cell membrane by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145542";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";"";"418.0"
"CHEMBL411513";"";"None";"479.88";"0";"2.93";"87";"Cc1noc(-c2ccccc2)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL937312";"Antagonist activity at human CRTH2 receptor expressed in CHO cell membrane by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145542";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";"";"23.0"
"CHEMBL199040";"";"None";"381.81";"0";"3.61";"10a";"Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"908.0";"nM";"6.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL856255";"Concentration required to inhibit PGD-2 induced change in the shape of human eosinophils expressing CRTH2";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141097";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"908.0"
"CHEMBL217352";"";"None";"340.31";"0";"2.71";"17";"O=C(O)COc1ccc(F)cc1C(=O)c1cnn(-c2ccccc2)c1";"IC50";"'='";"108.0";"nM";"6.97";"";"";"UO_0000065";"20.47";"0.38";"4.26";"8.56";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"108.0"
"CHEMBL216367";"";"None";"431.24";"0";"3.34";"27";"COc1ccc(-n2cc(C(=O)c3cc(Br)ccc3OCC(=O)O)cn2)cc1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"53.0"
"CHEMBL385624";"";"None";"336.35";"0";"2.88";"20";"Cc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1";"IC50";"'='";"587.0";"nM";"6.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"587.0"
"CHEMBL1079854";"";"None";"468.48";"1";"6.12";"rac-41";"CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(OC(F)(F)F)cc2)c2ccccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1104957";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in 293 cells by scintillation counting in presence of 50% human plasma";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"CHEMBL3559721";"Plasma";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153725";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL1087030";"";"None";"440.45";"1";"6.32";"8";"O=C(O)Cc1sc(N(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1ccc(F)cc1";"IC50";"'='";"0.24";"nM";"9.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1102912";"Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK385-7";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"0.24"
