ID,pIC50,SMILES,IC50(nM)
BDBM205663,7.82102305270683,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccc(F)cc1)CC2,15.1
BDBM205662,7.221125527997261,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1cccc(F)c1)CC2,60.1
BDBM205667,7.514278573518419,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1)CC2,30.6
BDBM205665,7.667561540084394,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1Cl)CC2,21.5
BDBM205661,7.881735273910521,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1F)CC2,13.13
44205513,6.443697499232712,COc1ccc(CC(=O)O)cc1-c1ccc(F)cc1CN1C(=O)OC(c2ccccc2)C1C,360.0
BDBM50357297|CHEMBL1916693,6.080921907623926,COc1ccc(CC(=O)O)cc1-c1ccc(F)cc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,830.0
BDBM205687|CHEMBL3969258,6.600326278518962,COc1ccc(CC(=O)O)cc1-c1ccc(OC)c2c1CN(C(=O)OCc1ccccc1)CC2,251.0
BDBM205556|CHEMBL3902827,6.826813731587726,COc1ccc(CC(=O)O)cc1-c1ccc(S(C)(=O)=O)c2c1CN(C(=O)OCc1ccccc1)CC2,149.0
BDBM205701|CHEMBL3900940,6.958607314841775,COc1ccc(CC(=O)O)cc1-c1cccc2c1CN(C(=O)OCc1ccccc1)CC2,110.0
44205512,6.055517327849831,COc1ccc(CC(=O)O)cc1-c1ccccc1CN1C(=O)OC(c2ccccc2)C1C,880.0
BDBM50357298|CHEMBL1916694,5.84163750790475,COc1ccc(CC(=O)O)cc1-c1ccccc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,1440.0
BDBM50378993|CHEMBL2011457,4.958607314841775,COc1ccc(CC(=O)O)cc1-c1nc(=O)n(Cc2ccccc2)c2ccccc12,11000.0
59644621|BDBM50378995|CHEMBL2011446,7.552841968657781,COc1ccc(CC(=O)O)cc1C(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1,28.0
59644763|BDBM50378997|CHEMBL2011448,6.853871964321762,COc1ccc(CC(=O)O)cc1C(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl,140.0
70693612|BDBM50378991|CHEMBL2011455,7.522878745280337,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(C(F)(F)F)cc2)c2ccccc21,30.0
70689411|BDBM50378990|CHEMBL2011454,7.22548303427145,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(C)cc2)c2ccccc21,59.5
70693611|BDBM50378987|CHEMBL2011451,7.838631997765026,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(Cl)cc2)c2ccccc21,14.5
70695721|BDBM50378989|CHEMBL2011453,6.871277715661574,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(Cl)cc2Cl)c2ccccc21,134.5
70695720|BDBM50378986|CHEMBL2010810,7.978810700930062,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(F)c(F)c2)c2ccccc21,10.5
53495002|BDBM50378984|CHEMBL2011450,8.221848749616356,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(F)cc2)c2ccccc21,6.0
70691517|BDBM50378992|CHEMBL2011456,7.154901959985743,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ccccc21,70.0
70689410|BDBM50378988|CHEMBL2011452,7.366531544420413,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2cccc(Cl)c2)c2ccccc21,43.0
59644708|BDBM50378985|CHEMBL2011449,7.488116639021126,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccccc2)c2ccccc21,32.5
BDBM155021|CHEMBL3667644,8.508638306165727,COc1ccc(CN(C(C)C)S(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,3.1
BDBM155034|CHEMBL3667655,8.886056647693163,COc1ccc(CN(C(C)C)S(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,1.3
BDBM155020|CHEMBL3667643,7.87942606879415,COc1ccc(CNS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,13.2
BDBM155033|CHEMBL3667654,8.494850021680094,COc1ccc(CNS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,3.2
70688380|BDBM50387231|CHEMBL2048161,6.6777807052660805,COc1ccc(CSc2nc3ccccc3n2CC(=O)O)cc1,210.0
76335455|BDBM50444811|CHEMBL3099132,7.154901959985743,COc1ccc(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c(S(=O)(=O)c2ccccc2)c1,70.0
46229759|BDBM50309411|CHEMBL590309,5.68507994400758,COc1ccc(Cc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1OC,2065.0
46230284|BDBM50309289|CHEMBL590399,5.026872146400301,COc1ccc(Cl)cc1-c1nc(C(c2ccccc2)c2ccccc2)sc1CC(=O)O,9400.0
70686261|BDBM50387216|CHEMBL2048175,6.130768280269024,COc1ccc(Cl)cc1CSc1nc2ccccc2n1CC(=O)O,740.0
16660291|BDBM50312911|CHEMBL1087031,8.11747546204512,COc1ccc(N(c2ccc(OC)cc2)c2nc(-c3cccc(F)c3)c(CC(=O)O)s2)cc1,7.63
46880247|BDBM50312921|CHEMBL1080560,5.554395796726403,COc1ccc(N(c2ccc(OC)cc2)c2ncc(CC(=O)O)c(-c3cccc(F)c3)n2)cc1,2790.0
4100224|BDBM50309422|CHEMBL596711,5.913640169325252,COc1ccc(Nc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1,1220.0
BDBM205945|CHEMBL3986592,6.366531544420413,COc1ccc(OC(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,430.0
70684120|BDBM50387215|CHEMBL2048176,5.795880017344075,COc1ccc(OC)c(CSc2nc3ccccc3n2CC(=O)O)c1,1600.0
44417463|BDBM50200268|CHEMBL386606,5.662440912371264,COc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1,2175.5
BDBM205708|CHEMBL3910984,7.671620396561262,COc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,21.3
BDBM205713|CHEMBL3972013,8.360513510731414,COc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,4.36
45486017|BDBM50302813|CHEMBL570619,5.853871964321762,COc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,1400.0
53319322,8.259637310505756,COc1ccc(S(=O)(=O)N(C)C2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1,5.5
BDBM50333864|CHEMBL1643798,8.259637310505756,COc1ccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1,5.5
127033600|BDBM50154760|CHEMBL3774449,8.259637310505756,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c(C)c(CC(=O)O)c3ccncn23)c1,5.5
BDBM50034915,8.301029995663981,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CC(C)(C)N=C3O)c1,5.0
71470383|CHEMBL3338132,8.301029995663981,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CC(C)(C)NC3=O)c1,5.0
127033547|BDBM50154763|CHEMBL3774415,8.698970004336019,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCCC3=O)c1,2.0
BDBM50034810,8.387216143280265,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,4.1
71470226|CHEMBL3338109,8.508638306165727,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,3.0999999999999996
127033601|BDBM50154762|CHEMBL3774971,8.397940008672037,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2c(C)c(CC(=O)O)c3ccc(C)nc32)c1,4.0
127032055|BDBM50154761|CHEMBL3775880,7.7447274948966935,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2cc(CC(=O)O)c3ccc(C)nc32)c1,18.0
71624850|BDBM50434474|CHEMBL2387698,7.443697499232712,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2nc(-c3ccccc3)c(CC(=O)O)c2C)c1,36.0
76331882|BDBM50444806|CHEMBL3099106,7.221848749616356,COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,60.0
BDBM50034836,8.443697499232712,COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,3.6
71470848|CHEMBL3338097,8.443697499232712,COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,3.6
76317268|BDBM50444793|CHEMBL3099120,6.698970004336019,COc1ccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1,200.0
BDBM50034887,8.4089353929735,COc1ccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)cc1,3.9
71471138|CHEMBL3338107,8.4089353929735,COc1ccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)cc1,3.9
11717784|BDBM50174360|CHEMBL364299,6.497572880015568,COc1ccc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cc(F)ccc32)cc1,318.0
10042953|BDBM50357130|CHEMBL1917444,8.148741651280925,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,7.1
BDBM205594|CHEMBL3910257,7.530177984021837,COc1ccc2[nH]cc(CCC(=O)N3CCc4c(F)ccc(-c5cc(CC(=O)O)ccc5OC)c4C3)c2c1,29.5
BDBM189154|CHEMBL3892037,7.345823458122039,COc1ccc2[nH]cc(CCC(=O)N3CCc4ncsc4C3c3cc(Cl)ccc3OCC(=O)O)c2c1,45.1
57505298|BDBM50006921|CHEMBL3236942,5.698970004336019,COc1ccc2c(c1)c(-c1ccc(=O)n(CC(F)(F)F)c1)c(C)n2CC(=O)O,2000.0
52918913|BDBM50401134|CHEMBL2203299,6.982966660701219,COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,104.0
44414728|BDBM50188304|CHEMBL379828,7.301029995663981,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,50.0
10237369|BDBM50188302|CHEMBL213029,6.7447274948966935,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,180.0
BDBM173209|CHEMBL3673997,6.636388020107855,COc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2nc3cc(F)ccc3o2)CC1,231.0
BDBM173208|CHEMBL3673996,6.376750709602099,COc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2ncc(F)cn2)CC1,420.0
BDBM120063|CHEMBL3680692,8.337242168318426,COc1ccc2c(c1)c1c(n2CC(=O)O)CCC(N(C)c2ncc(Cl)cn2)C1,4.6
11631965|BDBM50434999|CHEMBL2386072,7.207608310501746,COc1ccc2c(c1)c1c(n2CC(=O)O)CCN(C(=O)c2ccccc2)C1,62.0
CHEMBL3286797,4.494850021680094,COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1,32000.0
BDBM205580|CHEMBL3961602,7.267606240177031,COc1ccc2onc(CC(=O)N3CCc4c(F)ccc(-c5cc(CC(=O)O)ccc5OC)c4C3)c2c1,54.0
46229852|BDBM50309404|CHEMBL600475,6.667561540084394,COc1cccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)c1,215.0
7097677|7097680,7.010995384301463,COc1cccc(C(=O)N2c3ccccc3C(N(C(C)=O)c3ccccc3)CC2C)c1,97.5
BDBM50312286|CHEMBL1081533,6.537602002101044,COc1cccc(C(=O)N2c3ccccc3[C@@H](N(C(C)=O)c3ccccc3)C[C@H]2C)c1,290.0
BDBM50312287|CHEMBL1082143,7.823908740944319,COc1cccc(C(=O)N2c3ccccc3[C@H](N(C(C)=O)c3ccccc3)C[C@@H]2C)c1,15.0
BDBM205779|CHEMBL3912560,7.108462542327436,COc1cccc(C(C)CC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC)c3C2)n1,77.9
BDBM205949|CHEMBL3900904,6.453457336521868,COc1cccc(CC(=O)O)c1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,352.0
24776304,7.7447274948966935,COc1cccc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,18.0
CHEMBL259520,7.7447274948966935,COc1cccc(CN2C(=O)C[C@]3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,18.0
70681999|BDBM50387230|CHEMBL2048162,7.142667503568731,COc1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,72.0
BDBM50034813,7.698970004336019,COc1cccc(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1S(=O)(=O)c1ccccc1,20.0
71471252|CHEMBL3338091,7.698970004336019,COc1cccc(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1S(=O)(=O)c1ccccc1,20.0
BDBM205948|CHEMBL3926560,7.628932137728263,COc1cccc(OCC(=O)O)c1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,23.5
10022229|BDBM50357134|CHEMBL1917448,7.1487416512809245,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,71.0
BDBM50034879,5.346787486224656,COc1cccc(S(=O)(=O)c2ccccc2)c1Cc1c2c(n(CC(=O)O)c1C)CCN=C2O,4500.0
71471351|CHEMBL3338100,5.346787486224656,COc1cccc(S(=O)(=O)c2ccccc2)c1Cc1c2c(n(CC(=O)O)c1C)CCNC2=O,4500.0
76313755|BDBM50444799|CHEMBL3099113,6.2839966563652006,COc1cccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,520.0
BDBM50034883,7.920818753952375,COc1cccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,12.0
71471352|CHEMBL3337462,7.920818753952375,COc1cccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,12.0
76324644|BDBM50444800|CHEMBL3099112,5.301029995663981,COc1cccc(Sc2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,5000.0
44414678|BDBM50188299|CHEMBL211631,7.958607314841775,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,11.0
46229853|BDBM50309403|CHEMBL591516,6.769551078621726,COc1ccccc1-c1ccccc1Cc1nc(-c2ccc(F)cc2)c(CC(=O)O)s1,170.0
4151297|BDBM50309451|CHEMBL589175,6.455931955649724,COc1ccccc1-c1nc(-c2ccc(Br)cc2)c(CC(=O)O)s1,350.0
BDBM205666,7.707743928643524,COc1ccccc1CN=C(O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,19.6
BDBM189237,8.259637310505756,COc1ccccc1CN=C(O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,5.5
BDBM189238,8.022276394711152,COc1ccccc1CN=C(S)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,9.5
CHEMBL3890603,7.707743928643524,COc1ccccc1CNC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,19.6
CHEMBL3973722,8.259637310505756,COc1ccccc1CNC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,5.5
CHEMBL3916227,8.022276394711152,COc1ccccc1CNC(=S)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,9.5
69318939|BDBM50387229|CHEMBL2048163,5.958607314841775,COc1ccccc1CSc1nc2ccccc2n1CC(=O)O,1100.0
BDBM50309429,5.95663772197887,COc1ccccc1N=c1[nH]c(-c2ccc(-c3ccccc3)cc2)c(CC(=O)O)s1,1105.0
BDBM50309430,6.229147988357855,COc1ccccc1N=c1[nH]c(-c2ccc(Cl)cc2)c(CC(=O)O)s1,590.0
BDBM50309431,5.7447274948966935,COc1ccccc1N=c1[nH]c(-c2ccc(F)cc2)c(CC(=O)O)s1,1800.0
BDBM50309428,6.577574323628795,COc1ccccc1N=c1[nH]c(-c2ccc(Oc3ccccc3)cc2)c(CC(=O)O)s1,264.5
46230336|CHEMBL597524,6.150273555803672,COc1ccccc1Nc1nc(-c2ccc(-c3ccccc3)cc2)c(CC(=O)O)s1,707.5
1208785|CHEMBL599879,6.2839966563652006,COc1ccccc1Nc1nc(-c2ccc(Cl)cc2)c(CC(=O)O)s1,520.0
29264684|CHEMBL597108,5.782516055786093,COc1ccccc1Nc1nc(-c2ccc(F)cc2)c(CC(=O)O)s1,1650.0
3145349|CHEMBL597725,6.804792450497246,COc1ccccc1Nc1nc(-c2ccc(Oc3ccccc3)cc2)c(CC(=O)O)s1,156.75
BDBM120038,8.142667503568731,COc1cnc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)nc1,7.2
CHEMBL3680668,8.142667503568731,COc1cnc(N(C)[C@H]2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)nc1,7.2
46229750|BDBM50309309|CHEMBL600456,6.688246138944246,CS(=O)(=O)Nc1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,205.0
BDBM189241|CHEMBL3981025,6.5951662833800615,CS(=O)(=O)Nc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,254.0
54581776|BDBM50344993|CHEMBL1778637,9.698970004336019,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.2
54580765|BDBM50345009|CHEMBL1778621,7.443697499232712,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,36.0
54586637|BDBM50344988|CHEMBL1778642,9.221848749616356,CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,0.6
BDBM205551|CHEMBL3903872,7.787812395596042,CS(=O)(=O)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,16.3
BDBM205560|CHEMBL3904977,8.18045606445813,CS(=O)(=O)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,6.6
66853985|BDBM50384474,7.2441251443275085,CS(=O)(=O)c1ccc(CN(C(=O)C2CCCC2)c2cc(F)cc(-c3nn[nH]n3)c2)cc1,57.0
CHEMBL2036223,7.2441251443275085,CS(=O)(=O)c1ccc(CN(C(=O)C2CCCC2)c2cc(F)cc(-c3nnn[nH]3)c2)cc1,57.0
66854102|BDBM50384475,8.431798275933005,CS(=O)(=O)c1ccc(CN(C(=O)Cc2ccccc2)c2cc(F)cc(-c3nn[nH]n3)c2)cc1,3.7
CHEMBL2036225,8.431798275933005,CS(=O)(=O)c1ccc(CN(C(=O)Cc2ccccc2)c2cc(F)cc(-c3nnn[nH]3)c2)cc1,3.7
46866074|BDBM50356665|CHEMBL1917580,7.585026652029182,CS(=O)(=O)c1ccc(Cl)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,26.0
56594648|BDBM50356664|CHEMBL1917579,7.022276394711152,CS(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,95.0
16660134|BDBM50312912|CHEMBL1076716,7.017728766960431,CS(=O)(=O)c1ccc(N(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,96.0
54586635|BDBM50345011|CHEMBL1778619,6.266802734893431,CS(=O)(=O)c1ccc(OCC(=O)O)c(-c2ccccc2)c1,541.0
44189138|BDBM50338164|CHEMBL1684733,5.3979400086720375,CS(=O)(=O)c1ccc(S(=O)(=O)n2cc(CC(=O)O)c3ccsc32)cc1,4000.0
53324952|BDBM50338165|CHEMBL1684734,5.301029995663981,CS(=O)(=O)c1ccc(S(=O)(=O)n2cc(CC(=O)O)c3sccc32)cc1,5000.0
46230514|BDBM50309308|CHEMBL597536,5.462810773756355,CS(=O)(=O)c1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,3445.0
BDBM119860|CHEMBL3675669,5.939302159646388,CS(=O)(=O)c1cccc(S(=O)(=O)N2CCC(c3cc(CC(=O)O)cc4ccc(F)cc34)CC2)c1,1150.0
BDBM50344161|CHEMBL1778387,8.522878745280337,C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)c1ccc(F)cc1,3.0
BDBM50333497|CHEMBL1641811,8.462180904926726,C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1)c1ccc(F)cc1,3.45
BDBM205818|CHEMBL3923852,8.09151498112135,C[C@@H](CC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC(F)(F)F)c2C1)c1ccccc1,8.1
CHEMBL3973713,6.449771646944906,C[C@@H](CC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O)c1ccccc1,355.0
BDBM50344974|CHEMBL1778656,9.221848749616356,C[C@@H](Oc1ccc(C(F)(F)F)cc1-c1cccc(C#N)c1)C(=O)O,0.6
CHEMBL3973013,7.732828271596986,C[C@@H](Oc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)OCc1ccccc1)C(=O)O,18.5
BDBM50339764|CHEMBL1689120,6.872895201635192,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,134.0
BDBM50339768|CHEMBL1689125,5.70874217971185,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc1ccccc1,1955.5
BDBM50312288|CHEMBL1082142,6.6585654754218595,C[C@@H]1C[C@H](N(C(=O)CCC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,219.5
BDBM50449274|CHEMBL3125157,7.82102305270683,C[C@@]1(Cc2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,15.1
BDBM50449275|CHEMBL3125158,8.327902142064282,C[C@@]1([C@@H](O)c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,4.7
BDBM50449276|CHEMBL3125159,8.244125144327509,C[C@@]1([C@H](O)c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,5.7
BDBM50449266|CHEMBL3125336,8.10790539730952,C[C@@]1(c2cc(F)cc(F)c2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,7.8
BDBM50449267|CHEMBL3125337,7.968591535748375,C[C@@]1(c2ccc(Cl)cc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,10.75
BDBM50449265|CHEMBL3125335,7.995678626217357,C[C@@]1(c2ccc(F)cc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,10.1
BDBM50449268|CHEMBL3125338,8.2839966563652,C[C@@]1(c2cccc(C#N)c2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,5.2
BDBM50449264|CHEMBL3125334,8.09151498112135,C[C@@]1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,8.1
BDBM50449277|CHEMBL3125160,8.083546051450075,C[C@@]1(c2nc3ccccc3o2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,8.25
BDBM50449278|CHEMBL3125161,7.767003889607846,C[C@@]1(c2nc3ccccc3s2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,17.1
BDBM50344183|CHEMBL1778521,7.522878745280337,C[C@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)c1ccc(F)cc1,30.0
BDBM50333498|CHEMBL1641812,7.131355561605174,C[C@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1)c1ccc(F)cc1,73.9
BDBM205832|CHEMBL3913944,8.443697499232712,C[C@H](CC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC(F)(F)F)c2C1)c1ccccc1,3.6
BDBM205878|CHEMBL3962759,8.823908740944319,C[C@H](CC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC(F)(F)F)c2C1)c1ccccc1,1.5
CHEMBL3935814,7.913640169325252,C[C@H](CC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O)c1ccccc1,12.2
CHEMBL3944435,7.1911141326401875,C[C@H](Oc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)OCc1ccccc1)C(=O)O,64.4
BDBM50339753|CHEMBL1689133,8.886056647693163,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,1.3
BDBM50397642|CHEMBL2181755,7.619965226269153,C[C@H](Oc1ccc(F)cc1-c1ccc(C(=O)N2CCCC2(C)C)c(Cl)c1)C(=O)O,23.99025
BDBM50339747|CHEMBL1689131,9.522878745280337,C[C@H]1CN(Cc2cc(C(F)(F)F)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,0.3
CHEMBL1689138,6.571865205971211,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)NS(C)(=O)=O)CCN1S(=O)(=O)Cc1ccccc1,268.0
BDBM50339754|CHEMBL1689135,7.995678626217357,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,10.1
BDBM50339749|CHEMBL1689137,8.236572006437063,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,5.8
BDBM50339766,6.571865205971211,C[C@H]1CN(Cc2cc(Cl)ccc2CC(O)=NS(C)(=O)=O)CCN1S(=O)(=O)Cc1ccccc1,268.0
BDBM50339770|CHEMBL1689136,6.504455662453552,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,313.0
BDBM50339774|CHEMBL1689134,5.968591535748375,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,1075.0
