ID,pIC50,SMILES,IC50(nM)
CHEMBL2036026,7.1938200260161125,CCC(=O)N(Cc1cccc(OC)c1)c1cc(F)cc(-c2nnn[nH]2)c1,64.0
57400193|CHEMBL1933920,8.279840696594043,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)NC(C)(C)Cc2ccc(F)cc2)c1,5.25
57395006|57396755,8.096910013008056,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)NC(C)c2ccc(Cl)cc2)c1,8.0
56834987,9.0,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)NC(C)c2ccccc2)c1,1.0
57396756|CHEMBL1933919,8.323306390375134,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)NCCc2ccc(F)cc2)c1,4.75
57398524|CHEMBL1933915,7.667561540084394,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)NCc2ccc(Cl)cc2)c1,21.5
CHEMBL1933917,8.070581074285707,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)N[C@@H](C)c2ccc(Cl)cc2)c1,8.5
CHEMBL1933918,8.455931955649724,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)N[C@@H](C)c2ccccc2)c1,3.5
CHEMBL1933916,6.863279432843593,CCC(=O)Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(=O)N[C@H](C)c2ccc(Cl)cc2)c1,137.0
45486040|CHEMBL570652,8.154901959985743,CCC(=O)Nc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,7.0
BDBM189188,8.698970004336019,CCC(C)(C)COC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,2.0
CHEMBL3959365,8.698970004336019,CCC(C)(C)COC(=O)N1CCc2ncsc2[C@H]1c1cc(Cl)ccc1OCC(=O)O,2.0
BDBM189198,8.55284196865778,CCC(C)COC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,2.8
CHEMBL3969088,8.55284196865778,CCC(C)COC(=O)N1CCc2ncsc2[C@H]1c1cc(Cl)ccc1OCC(=O)O,2.8
BDBM205799|CHEMBL3890037,7.196542884351587,CCC(CC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1)c1ccccc1,63.6
BDBM50360682,8.070581074285707,CCC(O)=Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(O)=NC(C)(C)Cc2ccc(F)cc2)c1,8.5
BDBM50360681,8.1249387366083,CCC(O)=Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(O)=NCCc2ccc(F)cc2)c1,7.5
BDBM50360677,7.443697499232712,CCC(O)=Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(O)=NCc2ccc(Cl)cc2)c1,36.0
BDBM50360679,8.070581074285707,CCC(O)=Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(O)=N[C@@H](C)c2ccc(Cl)cc2)c1,8.5
BDBM50360680,8.455931955649724,CCC(O)=Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(O)=N[C@@H](C)c2ccccc2)c1,3.5
BDBM50360678,6.863279432843593,CCC(O)=Nc1ccc(Oc2cc(CC(=O)O)ccc2OC)c(C(O)=N[C@H](C)c2ccc(Cl)cc2)c1,137.0
BDBM50302815,8.154901959985743,CCC(O)=Nc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,7.0
54584708|BDBM50344980|CHEMBL1778650,6.7495799976911055,CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,178.0
BDBM205946|CHEMBL3904308,6.4723700991286615,CCC(Oc1ccc(OC)c(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1)C(=O)O,337.0
57398304|BDBM50362163|CHEMBL1941124,6.29929628285498,CCC(Oc1cccc(CCCn2cc(C(c3ccccc3)c3ccccc3)ccc2=O)c1)C(=O)O,502.0
46229937|BDBM50309256|CHEMBL606858,6.721246399047171,CCC(c1ccccc1)c1nc(-c2ccc(Cl)cc2)c(CC(=O)O)s1,190.0
76314539|BDBM50449257|CHEMBL3125327,7.412289034981089,CCC1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,38.7
11539725,8.346787486224656,CCC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,4.5
76332661|BDBM50449258|CHEMBL3125328,7.13430394008393,CCCC1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,73.4
11597936,8.886056647693163,CCCC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,1.3
49872872|BDBM50384461,7.698970004336019,CCCCC(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1cc(Cl)cc(-c2nn[nH]n2)c1,20.0
CHEMBL2036215,7.698970004336019,CCCCC(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1cc(Cl)cc(-c2nnn[nH]2)c1,20.0
49872965|BDBM50384484,8.0,CCCCC(=O)N(Cc1ccc(OC)cc1)c1cc(Cl)cc(-c2nn[nH]n2)c1,10.0
CHEMBL2036029,8.0,CCCCC(=O)N(Cc1ccc(OC)cc1)c1cc(Cl)cc(-c2nnn[nH]2)c1,10.0
67494892|BDBM50384482,7.91721462968355,CCCCC(=O)N(Cc1ccc2c(c1)OCCO2)c1cc(F)cc(-c2nn[nH]n2)c1,12.1
CHEMBL2036207,7.669586226650809,CCCCC(=O)N(Cc1ccc2c(c1)OCCO2)c1cc(F)cc(-c2nnn[nH]2)c1,21.4
3091947|BDBM50312279|CHEMBL1081787,7.1938200260161125,CCCCC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,64.0
3479396|BDBM50312304|CHEMBL1081767,5.835647144215563,CCCCC(=O)N1c2ccccc2C(N(C(C)=O)c2ccccc2)CC1C,1460.0
11681442|BDBM50435111|CHEMBL2391536,6.6777807052660805,CCCCCC(=O)N1CCc2c(c3ccccc3n2CC(=O)O)C1,210.0
69316952|BDBM50387241|CHEMBL2048150,5.866461091629782,CCCCCCSc1nc2ccccc2n1CC(=O)O,1360.0
53320617,8.309803919971486,CCCCCN(C1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,4.9
BDBM50333848|CHEMBL1643787,7.252199909135631,CCCCCN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,55.95
BDBM50302829,8.154901959985743,CCCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,7.0
45486009|CHEMBL569521,8.154901959985743,CCCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,7.0
69313931|BDBM50387240|CHEMBL2048151,5.906578314837764,CCCCCSc1nc2ccccc2n1CC(=O)O,1240.0
BDBM50435101|CHEMBL2391513,7.698970004336019,CCCCN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccccc12)c1ccccc1,20.0
67273087,7.698970004336019,CCCCN(C(=O)C(C#N)=Cc1cn(CC(=O)O)c2ccccc12)c1ccccc1,20.0
BDBM50364528,8.698970004336019,CCCCN=C(O)c1ccc(Cc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0
BDBM50387188,7.54515513999149,CCCCN=C(O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,28.5
BDBM50363917,7.7447274948966935,CCCCN=C(O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2F)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,18.0
BDBM50360668,6.376750709602099,CCCCN=C(O)c1ccc(Oc2ccc(C(F)(F)C(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,420.0
BDBM50363916,6.943095148663527,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2C#N)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,114.0
BDBM50363935,7.838631997765026,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2C)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,14.5
BDBM50363936,7.318758762624412,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,48.0
BDBM50363915,7.232844133917819,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2F)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,58.5
BDBM50360673,6.958607314841775,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NCCc2ccccc2)c1,110.0
BDBM50360672,6.638272163982407,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NCc2ccc(Cl)cc2)c1,230.0
BDBM50363933,6.2247537402597635,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2c(Cl)cccc2Cl)c1,596.0
BDBM50363931,5.596879478824182,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c1,2530.0
BDBM50363930,7.414539270491499,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1,38.5
BDBM50363934,7.5934598195660445,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)c1,25.5
BDBM50363929,7.853871964321762,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,14.0
BDBM50360671,8.397940008672037,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,4.0
BDBM50302828,8.522878745280337,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0
BDBM50363932,6.779891911959945,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2cccc(Cl)c2Cl)c1,166.0
BDBM50360676,7.119186407719209,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(S(=O)(=O)Nc2ccc(Cl)cc2)c1,76.0
BDBM50364522,6.508638306165727,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cn2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,310.0
BDBM50364523,8.0,CCCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)nc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,10.0
BDBM50360670,6.481486060122112,CCCCN=C(O)c1ccc(Oc2ccc(CC(O)=NS(C)(=O)=O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,330.0
BDBM50360669,6.455931955649724,CCCCN=C(O)c1ccc(Oc2ccc(Cc3nn[nH]n3)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,350.0
BDBM50364524,8.522878745280337,CCCCN=C(O)c1ccc(Oc2ccc3c(CC(=O)O)c[nH]c3c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0
BDBM50364527,8.301029995663981,CCCCN=C(O)c1ccc(Oc2ccc3c(CC(=O)O)coc3c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,5.0
BDBM50364526,6.236572006437063,CCCCN=C(O)c1ccc(Oc2ccc3c(c2)OCC3CC(=O)O)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,580.0
BDBM50364525,8.698970004336019,CCCCN=C(O)c1ccc(Oc2ccc3c(ccn3CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0
BDBM50364531,6.3979400086720375,CCCCN=C(O)c1ccc(S(=O)(=O)c2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,400.0
BDBM50364530,6.180456064458131,CCCCN=C(O)c1ccc(S(=O)c2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,660.0
BDBM50364529,7.6777807052660805,CCCCN=C(O)c1ccc(Sc2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,21.0
57392564|CHEMBL1950871,8.698970004336019,CCCCNC(=O)c1ccc(Cc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0
69316129|CHEMBL2048199,7.662540738709344,CCCCNC(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,21.75
57398778|CHEMBL1951566,7.958607314841775,CCCCNC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2F)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,11.0
56834989|CHEMBL1933763,6.376750709602099,CCCCNC(=O)c1ccc(Oc2ccc(C(F)(F)C(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,420.0
57401983|CHEMBL1933765,6.481486060122112,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)NS(C)(=O)=O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,330.0
57395245|CHEMBL1951565,7.180456064458131,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2C#N)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,66.0
57391800|CHEMBL1951562,8.057991946977687,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2C)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,8.75
57393532|CHEMBL1951563,7.568636235841012,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,27.0
57400455|CHEMBL1951564,7.484788695672198,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2F)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,32.75
57393270|CHEMBL1933768,6.958607314841775,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NCCc2ccccc2)c1,110.0
57396747|CHEMBL1933767,6.638272163982407,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NCc2ccc(Cl)cc2)c1,230.0
57397014|CHEMBL1951560,6.517126416391246,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2c(Cl)cccc2Cl)c1,304.0
57400453|CHEMBL1951558,5.794524963259109,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c1,1605.0
57403987|CHEMBL1951557,7.633577042774027,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1,23.25
57395244|CHEMBL1951561,7.831207979685818,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)c1,14.75
57398777|CHEMBL1951556,8.022276394711152,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,9.5
10098978|CHEMBL1933766,8.397940008672037,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,4.0
10483360|CHEMBL589973,8.522878745280337,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0
57400454|CHEMBL1951559,7.00436480540245,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2cccc(Cl)c2Cl)c1,99.0
57396754|CHEMBL1933914,7.119186407719209,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(S(=O)(=O)Nc2ccc(Cl)cc2)c1,76.0
57396042|CHEMBL1950865,6.508638306165727,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cn2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,310.0
57396043|CHEMBL1950866,8.0,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)nc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,10.0
57396746,6.455931955649724,CCCCNC(=O)c1ccc(Oc2ccc(Cc3nn[nH]n3)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,350.0
CHEMBL1933764,6.455931955649724,CCCCNC(=O)c1ccc(Oc2ccc(Cc3nnn[nH]3)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,350.0
57390757|CHEMBL1950867,8.522878745280337,CCCCNC(=O)c1ccc(Oc2ccc3c(CC(=O)O)c[nH]c3c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0
57390758|CHEMBL1950870,8.301029995663981,CCCCNC(=O)c1ccc(Oc2ccc3c(CC(=O)O)coc3c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,5.0
57403006|CHEMBL1950869,6.236572006437063,CCCCNC(=O)c1ccc(Oc2ccc3c(c2)OCC3CC(=O)O)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,580.0
57396044|CHEMBL1950868,8.698970004336019,CCCCNC(=O)c1ccc(Oc2ccc3c(ccn3CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0
57392567|CHEMBL1950874,6.3979400086720375,CCCCNC(=O)c1ccc(S(=O)(=O)c2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,400.0
57392566,6.180456064458131,CCCCNC(=O)c1ccc(S(=O)c2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,660.0
57392565|CHEMBL1950872,7.6777807052660805,CCCCNC(=O)c1ccc(Sc2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,21.0
CHEMBL1950873,6.180456064458131,CCCCNC(=O)c1ccc([S+]([O-])c2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,660.0
BDBM205907|CHEMBL3956387,8.200659450546418,CCCCOC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC)c2C1,6.3
BDBM189227|CHEMBL3901290,7.928117992693874,CCCCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,11.8
69314007|BDBM50387191|CHEMBL2048196,7.978810700930062,CCCCOc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,10.5
54587657|BDBM50345000|CHEMBL1778631,8.0,CCCCOc1ccccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,10.0
11301859|BDBM50174359|CHEMBL194918,6.0746879085003505,CCCCS(=O)(=O)n1c(C)c(CC(=O)O)c2cc(F)ccc21,842.0
2772433|BDBM50387239|CHEMBL2048152,5.625251653989896,CCCCSc1nc2ccccc2n1CC(=O)O,2370.0
BDBM120032,8.4089353929735,CCCN(c1ncc(Cl)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,3.9
CHEMBL3680662,8.4089353929735,CCCN(c1ncc(Cl)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,3.9
BDBM173246|CHEMBL3674034,9.0,CCCN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,1.0
BDBM205668,6.116906641424309,CCCN=C(O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,764.0
BDBM205970,6.899629454882437,CCCN=C(O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC)c2C1,126.0
BDBM205978,7.106793246940152,CCCN=C(O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC)c2C1,78.2
BDBM50302827,8.698970004336019,CCCN=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0
CHEMBL3986926,6.116906641424309,CCCNC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,764.0
CHEMBL3914994,6.899629454882437,CCCNC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC)c2C1,126.0
CHEMBL3979771,7.106793246940152,CCCNC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC)c2C1,78.2
45486074|CHEMBL570235,8.698970004336019,CCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0
CHEMBL3944866,7.221848749616356,CCCOc1cc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cccnc32)ccc1C#N,60.0
69317123|BDBM50387190|CHEMBL2048195,8.154901959985743,CCCOc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,7.0
BDBM205728|CHEMBL3948483,9.55284196865778,CCCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,0.28
46853755|BDBM50356669|CHEMBL1917584,7.494850021680094,CCCS(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,32.0
56594782|BDBM50356679|CHEMBL1917594,7.638272163982407,CCCS(=O)(=O)c1ccc(Cl)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,23.0
56589600|BDBM50356677|CHEMBL1917592,7.638272163982407,CCCS(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,23.0
46865874|BDBM50356755|CHEMBL1917575,6.1249387366083,CCCS(=O)(=O)c1cccc(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,750.0
BDBM50339752|CHEMBL1689124,8.145693958198919,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,7.15
57335749|BDBM50364536|CHEMBL1950879,8.301029995663981,CCCc1cc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)n[nH]1,5.0
90644206|BDBM50018847|CHEMBL3287085,7.078313524516398,CCCc1cc2c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c(Oc3ccc(CC(=O)O)cc3OC)ccc2[nH]1,83.5
BDBM205746|CHEMBL3963787,8.443697499232712,CCCc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,3.6
56594649|BDBM50356666|CHEMBL1917581,5.920818753952375,CCCc1ccc(S(C)(=O)=O)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,1200.0
CHEMBL1950878,7.958607314841775,CCCc1nc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)c[nH]1,11.0
57397843|BDBM50364534|CHEMBL1950877,8.397940008672037,CCCc1nc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)n[nH]1,4.0
BDBM189239|CHEMBL3925313,7.063486257521107,CCCc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,86.4
118715180|BDBM50035036|CHEMBL3338267,7.292429823902063,CCCc1nc2ccccc2n1Cc1ccccc1-n1cc(CC(=O)O)c2ccc(C)nc21,51.0
57335620|BDBM50364535,8.187086643357144,CCCc1ncc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)[nH]1,6.5
46879190|BDBM50312296|CHEMBL1079487,6.6020599913279625,CCN(C(C)=O)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,250.0
145967050,5.735182176990463,CCN(C(C)=O)C1c2ccccc2N(C(=O)c2ccccc2)C2CCCC12,1840.0
BDBM50458656|CHEMBL4208859,5.470441326978837,CCN(C(C)=O)[C@H]1c2ccccc2N(C(=O)c2ccccc2)[C@H]2CCC[C@@H]12,3385.0
11407412|BDBM50357121|CHEMBL1917434,6.649751981665837,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,224.0
53319321,8.09151498112135,CCN(C1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,8.1
69313717|BDBM50387196|CHEMBL2048201,6.995678626217357,CCN(CC)C(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,101.0
45486058|BDBM50302809|CHEMBL569761,5.958607314841775,CCN(CC)C(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(C)cc2)c1,1100.0
BDBM155016|CHEMBL3667639,9.301029995663981,CCN(CC)S(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,0.5
BDBM155029|CHEMBL3667650,8.744727494896694,CCN(CC)S(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(F)cc23)cc1,1.8
11258980|BDBM50345007|CHEMBL1778623,8.886056647693163,CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,1.3
53321816|BDBM50335953|CHEMBL1668897,7.638272163982407,CCN(Cc1cc(-c2ccc(F)cn2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,23.0
57395680|BDBM50356765|CHEMBL1917810,8.522878745280337,CCN(Cc1cc(-c2ccc(OC)cn2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,3.0
53323125|BDBM50335952|CHEMBL1668896,7.920818753952375,CCN(Cc1cc(-c2cnc3ccccc3c2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,12.0
53325800|BDBM50335951|CHEMBL1668895,7.568636235841012,CCN(Cc1cc(-c2cnn(C)c2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,27.0
53323126|BDBM50335955|CHEMBL1668899,7.568636235841012,CCN(Cc1cc(-c2ncc(OC)cn2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,27.0
118715125|CHEMBL3338154,8.096910013008056,CCN(Cc1cc(C(=O)NCCc2ccccc2)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,8.0
44159058|BDBM50335961|CHEMBL1668894,6.882728704344236,CCN(Cc1cc(C(=O)O)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,131.0
44158942|BDBM50335960|CHEMBL1668893,7.7447274948966935,CCN(Cc1cc(C(C)(C)O)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,18.0
